,ID,taxon,variable,value,a1,a2,a3,a4,type,HSI
579,US13/11,Baetidae,Cl-,1.31,0.9815,1.86,3.7725,16.923,acute,0.373932840068
580,US14/11,Baetidae,Cl-,2.11,0.9815,1.86,3.7725,16.923,acute,1.0
581,US15/11,Baetidae,Cl-,28.01,0.9815,1.86,3.7725,16.923,acute,0.0
582,US16/11,Baetidae,Cl-,1.96,0.9815,1.86,3.7725,16.923,acute,1.0
583,US17/11,Baetidae,Cl-,6.04,0.9815,1.86,3.7725,16.923,acute,0.82757309608
584,US2/10,Baetidae,Cl-,5.94,0.9815,1.86,3.7725,16.923,acute,0.835177369682
585,US3/10,Baetidae,Cl-,1.04,0.9815,1.86,3.7725,16.923,acute,0.0665907797382
586,US4/10,Baetidae,Cl-,2.21,0.9815,1.86,3.7725,16.923,acute,1.0
587,US5/10,Baetidae,Cl-,9.83,0.9815,1.86,3.7725,16.923,acute,0.539371126573
588,US6/10,Baetidae,Cl-,1.35,0.9815,1.86,3.7725,16.923,acute,0.419464997154
589,US7/10,Baetidae,Cl-,1.66,0.9815,1.86,3.7725,16.923,acute,0.77233921457
590,US8/10,Baetidae,Cl-,3.07,0.9815,1.86,3.7725,16.923,acute,1.0
591,US9/10,Baetidae,Cl-,3.4,0.9815,1.86,3.7725,16.923,acute,1.0
592,V1/19,Baetidae,Cl-,6.02,0.9815,1.86,3.7725,16.923,acute,0.8290939508
593,V2/19,Baetidae,Cl-,10.49,0.9815,1.86,3.7725,16.923,acute,0.489182920801
594,V3/19,Baetidae,Cl-,0.8,0.9815,1.86,3.7725,16.923,acute,0.0
595,V4/19,Baetidae,Cl-,1.17,0.9815,1.86,3.7725,16.923,acute,0.214570290268
596,V5/19,Baetidae,Cl-,13.66,0.9815,1.86,3.7725,16.923,acute,0.248127447626
597,V6/19,Baetidae,Cl-,3.65,0.9815,1.86,3.7725,16.923,acute,1.0
598,V7/19,Baetidae,Cl-,1.62,0.9815,1.86,3.7725,16.923,acute,0.726807057484
599,V8/19,Baetidae,Cl-,3.13,0.9815,1.86,3.7725,16.923,acute,1.0
600,BB1/9,Baetidae,DO,5.91,4.1445,6.5875,8.2725,9.4865,acute,0.722677036431
601,BB2/9,Baetidae,DO,10.26,4.1445,6.5875,8.2725,9.4865,acute,0.0
602,BB3/9,Baetidae,DO,8.84,4.1445,6.5875,8.2725,9.4865,acute,0.532537067545
603,BB4/9,Baetidae,DO,8.77,4.1445,6.5875,8.2725,9.4865,acute,0.590197693575
604,BH1/17,Baetidae,DO,5.94,4.1445,6.5875,8.2725,9.4865,acute,0.734957020057
605,BH2/17,Baetidae,DO,5.78,4.1445,6.5875,8.2725,9.4865,acute,0.669463774048
606,BH3/17,Baetidae,DO,8.18,4.1445,6.5875,8.2725,9.4865,acute,1.0
607,BH4/17,Baetidae,DO,8.94,4.1445,6.5875,8.2725,9.4865,acute,0.450164744646
608,BH5/17,Baetidae,DO,8.7,4.1445,6.5875,8.2725,9.4865,acute,0.647858319605
609,BH6/26,Baetidae,DO,5.52,4.1445,6.5875,8.2725,9.4865,acute,0.563037249284
610,C1/20,Baetidae,DO,7.38,4.1445,6.5875,8.2725,9.4865,acute,1.0
611,C2/20,Baetidae,DO,6.16,4.1445,6.5875,8.2725,9.4865,acute,0.82501023332
612,C3/20,Baetidae,DO,8.19,4.1445,6.5875,8.2725,9.4865,acute,1.0
613,C4/20,Baetidae,DO,8.45,4.1445,6.5875,8.2725,9.4865,acute,0.853789126853
614,C5/20,Baetidae,DO,8.44,4.1445,6.5875,8.2725,9.4865,acute,0.862026359143
615,C6/20,Baetidae,DO,8.22,4.1445,6.5875,8.2725,9.4865,acute,1.0
616,C7/20,Baetidae,DO,8.12,4.1445,6.5875,8.2725,9.4865,acute,1.0
617,DPR4,Baetidae,DO,10.69,4.1445,6.5875,8.2725,9.4865,acute,0.0
618,DPR5,Baetidae,DO,5.8,4.1445,6.5875,8.2725,9.4865,acute,0.677650429799
619,DS1/4,Baetidae,DO,6.85,4.1445,6.5875,8.2725,9.4865,acute,1.0
620,DS1/5,Baetidae,DO,2.72,4.1445,6.5875,8.2725,9.4865,acute,0.0
621,DS10/23,Baetidae,DO,7.86,4.1445,6.5875,8.2725,9.4865,acute,1.0
622,DS11/23,Baetidae,DO,7.06,4.1445,6.5875,8.2725,9.4865,acute,1.0
623,DS12/23,Baetidae,DO,6.87,4.1445,6.5875,8.2725,9.4865,acute,1.0
624,DS13/23,Baetidae,DO,6.57,4.1445,6.5875,8.2725,9.4865,acute,0.992836676218
625,DS14/24,Baetidae,DO,7.83,4.1445,6.5875,8.2725,9.4865,acute,1.0
626,DS15/24,Baetidae,DO,4.17,4.1445,6.5875,8.2725,9.4865,acute,0.0104379860827
627,DS16/24,Baetidae,DO,7.33,4.1445,6.5875,8.2725,9.4865,acute,1.0
628,DS17/24,Baetidae,DO,7.08,4.1445,6.5875,8.2725,9.4865,acute,1.0
629,DS18/24,Baetidae,DO,7.72,4.1445,6.5875,8.2725,9.4865,acute,1.0
630,DS19/24,Baetidae,DO,8.2,4.1445,6.5875,8.2725,9.4865,acute,1.0
631,DS2/4,Baetidae,DO,8.92,4.1445,6.5875,8.2725,9.4865,acute,0.466639209226
632,DS2/5,Baetidae,DO,6.49,4.1445,6.5875,8.2725,9.4865,acute,0.960090053213
633,DS20/24,Baetidae,DO,8.22,4.1445,6.5875,8.2725,9.4865,acute,1.0
634,DS21/24,Baetidae,DO,9.29,4.1445,6.5875,8.2725,9.4865,acute,0.161861614498
635,DS22/25,Baetidae,DO,7.72,4.1445,6.5875,8.2725,9.4865,acute,1.0
636,DS23/25,Baetidae,DO,10.65,4.1445,6.5875,8.2725,9.4865,acute,0.0
637,DS24/25,Baetidae,DO,7.14,4.1445,6.5875,8.2725,9.4865,acute,1.0
638,DS25/25,Baetidae,DO,7.98,4.1445,6.5875,8.2725,9.4865,acute,1.0
639,DS26/25,Baetidae,DO,8.37,4.1445,6.5875,8.2725,9.4865,acute,0.919686985173
640,DS27/25,Baetidae,DO,7.71,4.1445,6.5875,8.2725,9.4865,acute,1.0
641,DS28/25,Baetidae,DO,7.72,4.1445,6.5875,8.2725,9.4865,acute,1.0
642,DS29/26,Baetidae,DO,4.53,4.1445,6.5875,8.2725,9.4865,acute,0.157797789603
643,DS3/4,Baetidae,DO,7.36,4.1445,6.5875,8.2725,9.4865,acute,1.0
644,DS3/5,Baetidae,DO,1.98,4.1445,6.5875,8.2725,9.4865,acute,0.0
645,DS30/26,Baetidae,DO,7.56,4.1445,6.5875,8.2725,9.4865,acute,1.0
646,DS31/26,Baetidae,DO,3.69,4.1445,6.5875,8.2725,9.4865,acute,0.0
647,DS32/26,Baetidae,DO,5.13,4.1445,6.5875,8.2725,9.4865,acute,0.403397462137
648,DS33/26,Baetidae,DO,2.97,4.1445,6.5875,8.2725,9.4865,acute,0.0
649,DS4/4,Baetidae,DO,6.29,4.1445,6.5875,8.2725,9.4865,acute,0.878223495702
650,DS4/5,Baetidae,DO,9.79,4.1445,6.5875,8.2725,9.4865,acute,0.0
651,DS5/4,Baetidae,DO,5.63,4.1445,6.5875,8.2725,9.4865,acute,0.608063855915
652,DS5/5,Baetidae,DO,1.97,4.1445,6.5875,8.2725,9.4865,acute,0.0
653,DS6/4,Baetidae,DO,7.52,4.1445,6.5875,8.2725,9.4865,acute,1.0
654,DS6/5,Baetidae,DO,6.17,4.1445,6.5875,8.2725,9.4865,acute,0.829103561195
655,DS7/23,Baetidae,DO,13.63,4.1445,6.5875,8.2725,9.4865,acute,0.0
656,DS8/23,Baetidae,DO,8.65,4.1445,6.5875,8.2725,9.4865,acute,0.689044481054
657,DS9/23,Baetidae,DO,11.93,4.1445,6.5875,8.2725,9.4865,acute,0.0
658,M1/18,Baetidae,DO,8.61,4.1445,6.5875,8.2725,9.4865,acute,0.721993410214
659,M2/18,Baetidae,DO,8.53,4.1445,6.5875,8.2725,9.4865,acute,0.787891268534
660,M3/18,Baetidae,DO,8.15,4.1445,6.5875,8.2725,9.4865,acute,1.0
661,M4/18,Baetidae,DO,8.11,4.1445,6.5875,8.2725,9.4865,acute,1.0
662,M5/18,Baetidae,DO,8.19,4.1445,6.5875,8.2725,9.4865,acute,1.0
663,M6/18,Baetidae,DO,7.18,4.1445,6.5875,8.2725,9.4865,acute,1.0
664,Q1/12,Baetidae,DO,5.74,4.1445,6.5875,8.2725,9.4865,acute,0.653090462546
665,R1/6,Baetidae,DO,6.06,4.1445,6.5875,8.2725,9.4865,acute,0.784076954564
666,R10/12,Baetidae,DO,8.43,4.1445,6.5875,8.2725,9.4865,acute,0.870263591433
667,R11/12,Baetidae,DO,6.88,4.1445,6.5875,8.2725,9.4865,acute,1.0
668,R12/12,Baetidae,DO,8.8,4.1445,6.5875,8.2725,9.4865,acute,0.565485996705
669,R13/12,Baetidae,DO,8.05,4.1445,6.5875,8.2725,9.4865,acute,1.0
670,R14/12,Baetidae,DO,7.41,4.1445,6.5875,8.2725,9.4865,acute,1.0
671,R15/12,Baetidae,DO,7.9,4.1445,6.5875,8.2725,9.4865,acute,1.0
672,R16/12,Baetidae,DO,7.72,4.1445,6.5875,8.2725,9.4865,acute,1.0
673,R17/12,Baetidae,DO,8.55,4.1445,6.5875,8.2725,9.4865,acute,0.771416803954
674,R18/12,Baetidae,DO,8.97,4.1445,6.5875,8.2725,9.4865,acute,0.425453047776
675,R19/13,Baetidae,DO,6.98,4.1445,6.5875,8.2725,9.4865,acute,1.0
676,R2/6,Baetidae,DO,6.47,4.1445,6.5875,8.2725,9.4865,acute,0.951903397462
677,R20/13,Baetidae,DO,6.68,4.1445,6.5875,8.2725,9.4865,acute,1.0
678,R21/13,Baetidae,DO,7.22,4.1445,6.5875,8.2725,9.4865,acute,1.0
679,R22/13,Baetidae,DO,4.14,4.1445,6.5875,8.2725,9.4865,acute,0.0
680,R23/13,Baetidae,DO,8.97,4.1445,6.5875,8.2725,9.4865,acute,0.425453047776
681,R24/13,Baetidae,DO,7.01,4.1445,6.5875,8.2725,9.4865,acute,1.0
682,R25/13,Baetidae,DO,7.29,4.1445,6.5875,8.2725,9.4865,acute,1.0
683,R26/13,Baetidae,DO,7.81,4.1445,6.5875,8.2725,9.4865,acute,1.0
684,R27/13,Baetidae,DO,8.24,4.1445,6.5875,8.2725,9.4865,acute,1.0
685,R28/13,Baetidae,DO,7.57,4.1445,6.5875,8.2725,9.4865,acute,1.0
686,R29/13,Baetidae,DO,7.06,4.1445,6.5875,8.2725,9.4865,acute,1.0
687,R3/6,Baetidae,DO,6.28,4.1445,6.5875,8.2725,9.4865,acute,0.874130167826
688,R30/13,Baetidae,DO,9.09,4.1445,6.5875,8.2725,9.4865,acute,0.326606260297
689,R4/6,Baetidae,DO,6.64,4.1445,6.5875,8.2725,9.4865,acute,1.0
690,R5/6,Baetidae,DO,8.07,4.1445,6.5875,8.2725,9.4865,acute,1.0
691,R6/6,Baetidae,DO,9.05,4.1445,6.5875,8.2725,9.4865,acute,0.359555189456
692,R7/6,Baetidae,DO,6.58,4.1445,6.5875,8.2725,9.4865,acute,0.996930004093
693,R8/6,Baetidae,DO,5.81,4.1445,6.5875,8.2725,9.4865,acute,0.681743757675
694,R9/6,Baetidae,DO,5.4,4.1445,6.5875,8.2725,9.4865,acute,0.513917314777
695,US1/10,Baetidae,DO,7.79,4.1445,6.5875,8.2725,9.4865,acute,1.0
696,US10/10,Baetidae,DO,7.86,4.1445,6.5875,8.2725,9.4865,acute,1.0
697,US11/11,Baetidae,DO,7.83,4.1445,6.5875,8.2725,9.4865,acute,1.0
698,US12/11,Baetidae,DO,8.95,4.1445,6.5875,8.2725,9.4865,acute,0.441927512356
699,US13/11,Baetidae,DO,7.8,4.1445,6.5875,8.2725,9.4865,acute,1.0
700,US14/11,Baetidae,DO,6.92,4.1445,6.5875,8.2725,9.4865,acute,1.0
701,US15/11,Baetidae,DO,7.86,4.1445,6.5875,8.2725,9.4865,acute,1.0
702,US16/11,Baetidae,DO,8.24,4.1445,6.5875,8.2725,9.4865,acute,1.0
703,US17/11,Baetidae,DO,8.37,4.1445,6.5875,8.2725,9.4865,acute,0.919686985173
704,US2/10,Baetidae,DO,7.55,4.1445,6.5875,8.2725,9.4865,acute,1.0
705,US3/10,Baetidae,DO,7.63,4.1445,6.5875,8.2725,9.4865,acute,1.0
706,US4/10,Baetidae,DO,7.27,4.1445,6.5875,8.2725,9.4865,acute,1.0
707,US5/10,Baetidae,DO,9.41,4.1445,6.5875,8.2725,9.4865,acute,0.0630148270181
708,US6/10,Baetidae,DO,7.95,4.1445,6.5875,8.2725,9.4865,acute,1.0
709,US7/10,Baetidae,DO,9.45,4.1445,6.5875,8.2725,9.4865,acute,0.0300658978583
710,US8/10,Baetidae,DO,6.59,4.1445,6.5875,8.2725,9.4865,acute,1.0
711,US9/10,Baetidae,DO,9.59,4.1445,6.5875,8.2725,9.4865,acute,0.0
712,V1/19,Baetidae,DO,8.0,4.1445,6.5875,8.2725,9.4865,acute,1.0
713,V2/19,Baetidae,DO,8.2,4.1445,6.5875,8.2725,9.4865,acute,1.0
714,V3/19,Baetidae,DO,7.52,4.1445,6.5875,8.2725,9.4865,acute,1.0
715,V4/19,Baetidae,DO,8.91,4.1445,6.5875,8.2725,9.4865,acute,0.474876441516
716,V5/19,Baetidae,DO,8.34,4.1445,6.5875,8.2725,9.4865,acute,0.944398682043
717,V6/19,Baetidae,DO,9.5,4.1445,6.5875,8.2725,9.4865,acute,0.0
718,V7/19,Baetidae,DO,4.77,4.1445,6.5875,8.2725,9.4865,acute,0.256037658616
719,V8/19,Baetidae,DO,8.63,4.1445,6.5875,8.2725,9.4865,acute,0.705518945634
720,BB1/9,Baetidae,Turbidity,6.08,0.8045,1.3725,5.07,9.424,acute,0.768029398254
721,BB2/9,Baetidae,Turbidity,0.85,0.8045,1.3725,5.07,9.424,acute,0.0801056338028
722,BB3/9,Baetidae,Turbidity,0.33,0.8045,1.3725,5.07,9.424,acute,0.0
723,BB4/9,Baetidae,Turbidity,1.86,0.8045,1.3725,5.07,9.424,acute,1.0
724,BH1/17,Baetidae,Turbidity,355.63,0.8045,1.3725,5.07,9.424,acute,0.0
725,BH2/17,Baetidae,Turbidity,8.23,0.8045,1.3725,5.07,9.424,acute,0.274230592559
726,BH3/17,Baetidae,Turbidity,8.75,0.8045,1.3725,5.07,9.424,acute,0.154800183739
727,BH4/17,Baetidae,Turbidity,34.27,0.8045,1.3725,5.07,9.424,acute,0.0
728,BH5/17,Baetidae,Turbidity,7.9,0.8045,1.3725,5.07,9.424,acute,0.350022967386
729,BH6/26,Baetidae,Turbidity,18.4,0.8045,1.3725,5.07,9.424,acute,0.0
730,C1/20,Baetidae,Turbidity,1.57,0.8045,1.3725,5.07,9.424,acute,1.0
731,C2/20,Baetidae,Turbidity,3.82,0.8045,1.3725,5.07,9.424,acute,1.0
732,C3/20,Baetidae,Turbidity,3.37,0.8045,1.3725,5.07,9.424,acute,1.0
733,C4/20,Baetidae,Turbidity,2.98,0.8045,1.3725,5.07,9.424,acute,1.0
734,C5/20,Baetidae,Turbidity,0.2,0.8045,1.3725,5.07,9.424,acute,0.0
735,C6/20,Baetidae,Turbidity,1.37,0.8045,1.3725,5.07,9.424,acute,0.995598591549
736,C7/20,Baetidae,Turbidity,10.5,0.8045,1.3725,5.07,9.424,acute,0.0
737,DPR4,Baetidae,Turbidity,7.8,0.8045,1.3725,5.07,9.424,acute,0.372990353698
738,DPR5,Baetidae,Turbidity,5.1,0.8045,1.3725,5.07,9.424,acute,0.993109784107
739,DS1/4,Baetidae,Turbidity,113.0,0.8045,1.3725,5.07,9.424,acute,0.0
740,DS1/5,Baetidae,Turbidity,5.58,0.8045,1.3725,5.07,9.424,acute,0.882866329812
741,DS10/23,Baetidae,Turbidity,1.4,0.8045,1.3725,5.07,9.424,acute,1.0
742,DS11/23,Baetidae,Turbidity,10.1,0.8045,1.3725,5.07,9.424,acute,0.0
743,DS12/23,Baetidae,Turbidity,6.37,0.8045,1.3725,5.07,9.424,acute,0.701423977951
744,DS13/23,Baetidae,Turbidity,4.54,0.8045,1.3725,5.07,9.424,acute,1.0
745,DS14/24,Baetidae,Turbidity,4.03,0.8045,1.3725,5.07,9.424,acute,1.0
746,DS15/24,Baetidae,Turbidity,2.2,0.8045,1.3725,5.07,9.424,acute,1.0
747,DS16/24,Baetidae,Turbidity,0.97,0.8045,1.3725,5.07,9.424,acute,0.291373239437
748,DS17/24,Baetidae,Turbidity,0.0,0.8045,1.3725,5.07,9.424,acute,0.0
749,DS18/24,Baetidae,Turbidity,0.0,0.8045,1.3725,5.07,9.424,acute,0.0
750,DS19/24,Baetidae,Turbidity,0.83,0.8045,1.3725,5.07,9.424,acute,0.0448943661972
751,DS2/4,Baetidae,Turbidity,44.6,0.8045,1.3725,5.07,9.424,acute,0.0
752,DS2/5,Baetidae,Turbidity,1.15,0.8045,1.3725,5.07,9.424,acute,0.608274647887
753,DS20/24,Baetidae,Turbidity,6.05,0.8045,1.3725,5.07,9.424,acute,0.774919614148
754,DS21/24,Baetidae,Turbidity,0.43,0.8045,1.3725,5.07,9.424,acute,0.0
755,DS22/25,Baetidae,Turbidity,34.7,0.8045,1.3725,5.07,9.424,acute,0.0
756,DS23/25,Baetidae,Turbidity,3.23,0.8045,1.3725,5.07,9.424,acute,1.0
757,DS24/25,Baetidae,Turbidity,0.93,0.8045,1.3725,5.07,9.424,acute,0.220950704225
758,DS25/25,Baetidae,Turbidity,0.9,0.8045,1.3725,5.07,9.424,acute,0.168133802817
759,DS26/25,Baetidae,Turbidity,6.68,0.8045,1.3725,5.07,9.424,acute,0.630225080386
760,DS27/25,Baetidae,Turbidity,2.57,0.8045,1.3725,5.07,9.424,acute,1.0
761,DS28/25,Baetidae,Turbidity,1.34,0.8045,1.3725,5.07,9.424,acute,0.942781690141
762,DS29/26,Baetidae,Turbidity,1.64,0.8045,1.3725,5.07,9.424,acute,1.0
763,DS3/4,Baetidae,Turbidity,48.72,0.8045,1.3725,5.07,9.424,acute,0.0
764,DS3/5,Baetidae,Turbidity,5.04,0.8045,1.3725,5.07,9.424,acute,1.0
765,DS30/26,Baetidae,Turbidity,1.63,0.8045,1.3725,5.07,9.424,acute,1.0
766,DS31/26,Baetidae,Turbidity,4.53,0.8045,1.3725,5.07,9.424,acute,1.0
767,DS32/26,Baetidae,Turbidity,1.5,0.8045,1.3725,5.07,9.424,acute,1.0
768,DS33/26,Baetidae,Turbidity,7.4,0.8045,1.3725,5.07,9.424,acute,0.464859898943
769,DS4/4,Baetidae,Turbidity,6.8,0.8045,1.3725,5.07,9.424,acute,0.602664216812
770,DS4/5,Baetidae,Turbidity,0.4,0.8045,1.3725,5.07,9.424,acute,0.0
771,DS5/4,Baetidae,Turbidity,4.05,0.8045,1.3725,5.07,9.424,acute,1.0
772,DS5/5,Baetidae,Turbidity,2.53,0.8045,1.3725,5.07,9.424,acute,1.0
773,DS6/4,Baetidae,Turbidity,85.43,0.8045,1.3725,5.07,9.424,acute,0.0
774,DS6/5,Baetidae,Turbidity,0.83,0.8045,1.3725,5.07,9.424,acute,0.0448943661972
775,DS7/23,Baetidae,Turbidity,44.4,0.8045,1.3725,5.07,9.424,acute,0.0
776,DS8/23,Baetidae,Turbidity,1.5,0.8045,1.3725,5.07,9.424,acute,1.0
777,DS9/23,Baetidae,Turbidity,1.03,0.8045,1.3725,5.07,9.424,acute,0.397007042254
778,M1/18,Baetidae,Turbidity,0.17,0.8045,1.3725,5.07,9.424,acute,0.0
779,M2/18,Baetidae,Turbidity,1.57,0.8045,1.3725,5.07,9.424,acute,1.0
780,M3/18,Baetidae,Turbidity,1.38,0.8045,1.3725,5.07,9.424,acute,1.0
781,M4/18,Baetidae,Turbidity,1.43,0.8045,1.3725,5.07,9.424,acute,1.0
782,M5/18,Baetidae,Turbidity,1.05,0.8045,1.3725,5.07,9.424,acute,0.432218309859
783,M6/18,Baetidae,Turbidity,8.88,0.8045,1.3725,5.07,9.424,acute,0.124942581534
784,Q1/12,Baetidae,Turbidity,6.18,0.8045,1.3725,5.07,9.424,acute,0.745062011943
785,R1/6,Baetidae,Turbidity,5.07,0.8045,1.3725,5.07,9.424,acute,1.0
786,R10/12,Baetidae,Turbidity,5.2,0.8045,1.3725,5.07,9.424,acute,0.970142397795
787,R11/12,Baetidae,Turbidity,4.78,0.8045,1.3725,5.07,9.424,acute,1.0
788,R12/12,Baetidae,Turbidity,4.5,0.8045,1.3725,5.07,9.424,acute,1.0
789,R13/12,Baetidae,Turbidity,4.42,0.8045,1.3725,5.07,9.424,acute,1.0
790,R14/12,Baetidae,Turbidity,4.02,0.8045,1.3725,5.07,9.424,acute,1.0
791,R15/12,Baetidae,Turbidity,3.25,0.8045,1.3725,5.07,9.424,acute,1.0
792,R16/12,Baetidae,Turbidity,3.63,0.8045,1.3725,5.07,9.424,acute,1.0
793,R17/12,Baetidae,Turbidity,4.08,0.8045,1.3725,5.07,9.424,acute,1.0
794,R18/12,Baetidae,Turbidity,4.23,0.8045,1.3725,5.07,9.424,acute,1.0
795,R19/13,Baetidae,Turbidity,4.4,0.8045,1.3725,5.07,9.424,acute,1.0
796,R2/6,Baetidae,Turbidity,4.6,0.8045,1.3725,5.07,9.424,acute,1.0
797,R20/13,Baetidae,Turbidity,3.23,0.8045,1.3725,5.07,9.424,acute,1.0
798,R21/13,Baetidae,Turbidity,3.66,0.8045,1.3725,5.07,9.424,acute,1.0
799,R22/13,Baetidae,Turbidity,1.13,0.8045,1.3725,5.07,9.424,acute,0.573063380282
800,R23/13,Baetidae,Turbidity,4.08,0.8045,1.3725,5.07,9.424,acute,1.0
801,R24/13,Baetidae,Turbidity,3.16,0.8045,1.3725,5.07,9.424,acute,1.0
802,R25/13,Baetidae,Turbidity,3.6,0.8045,1.3725,5.07,9.424,acute,1.0
803,R26/13,Baetidae,Turbidity,3.85,0.8045,1.3725,5.07,9.424,acute,1.0
804,R27/13,Baetidae,Turbidity,3.4,0.8045,1.3725,5.07,9.424,acute,1.0
805,R28/13,Baetidae,Turbidity,6.52,0.8045,1.3725,5.07,9.424,acute,0.666972898484
806,R29/13,Baetidae,Turbidity,5.33,0.8045,1.3725,5.07,9.424,acute,0.94028479559
807,R3/6,Baetidae,Turbidity,2.07,0.8045,1.3725,5.07,9.424,acute,1.0
808,R30/13,Baetidae,Turbidity,4.3,0.8045,1.3725,5.07,9.424,acute,1.0
809,R4/6,Baetidae,Turbidity,3.96,0.8045,1.3725,5.07,9.424,acute,1.0
810,R5/6,Baetidae,Turbidity,6.6,0.8045,1.3725,5.07,9.424,acute,0.648598989435
811,R6/6,Baetidae,Turbidity,9.52,0.8045,1.3725,5.07,9.424,acute,0.0
812,R7/6,Baetidae,Turbidity,8.3,0.8045,1.3725,5.07,9.424,acute,0.258153422141
813,R8/6,Baetidae,Turbidity,2.13,0.8045,1.3725,5.07,9.424,acute,1.0
814,R9/6,Baetidae,Turbidity,3.28,0.8045,1.3725,5.07,9.424,acute,1.0
815,US1/10,Baetidae,Turbidity,1.1,0.8045,1.3725,5.07,9.424,acute,0.520246478873
816,US10/10,Baetidae,Turbidity,1.4,0.8045,1.3725,5.07,9.424,acute,1.0
817,US11/11,Baetidae,Turbidity,0.8,0.8045,1.3725,5.07,9.424,acute,0.0
818,US12/11,Baetidae,Turbidity,0.83,0.8045,1.3725,5.07,9.424,acute,0.0448943661972
819,US13/11,Baetidae,Turbidity,0.8,0.8045,1.3725,5.07,9.424,acute,0.0
820,US14/11,Baetidae,Turbidity,6.05,0.8045,1.3725,5.07,9.424,acute,0.774919614148
821,US15/11,Baetidae,Turbidity,8.7,0.8045,1.3725,5.07,9.424,acute,0.166283876895
822,US16/11,Baetidae,Turbidity,1.35,0.8045,1.3725,5.07,9.424,acute,0.960387323944
823,US17/11,Baetidae,Turbidity,1.25,0.8045,1.3725,5.07,9.424,acute,0.784330985915
824,US2/10,Baetidae,Turbidity,0.6,0.8045,1.3725,5.07,9.424,acute,0.0
825,US3/10,Baetidae,Turbidity,2.58,0.8045,1.3725,5.07,9.424,acute,1.0
826,US4/10,Baetidae,Turbidity,1.95,0.8045,1.3725,5.07,9.424,acute,1.0
827,US5/10,Baetidae,Turbidity,1.2,0.8045,1.3725,5.07,9.424,acute,0.696302816901
828,US6/10,Baetidae,Turbidity,3.58,0.8045,1.3725,5.07,9.424,acute,1.0
829,US7/10,Baetidae,Turbidity,1.58,0.8045,1.3725,5.07,9.424,acute,1.0
830,US8/10,Baetidae,Turbidity,6.38,0.8045,1.3725,5.07,9.424,acute,0.69912723932
831,US9/10,Baetidae,Turbidity,1.13,0.8045,1.3725,5.07,9.424,acute,0.573063380282
832,V1/19,Baetidae,Turbidity,1.8,0.8045,1.3725,5.07,9.424,acute,1.0
833,V2/19,Baetidae,Turbidity,22.75,0.8045,1.3725,5.07,9.424,acute,0.0
834,V3/19,Baetidae,Turbidity,0.77,0.8045,1.3725,5.07,9.424,acute,0.0
835,V4/19,Baetidae,Turbidity,0.98,0.8045,1.3725,5.07,9.424,acute,0.308978873239
836,V5/19,Baetidae,Turbidity,2.6,0.8045,1.3725,5.07,9.424,acute,1.0
837,V6/19,Baetidae,Turbidity,2.1,0.8045,1.3725,5.07,9.424,acute,1.0
838,V7/19,Baetidae,Turbidity,5.07,0.8045,1.3725,5.07,9.424,acute,1.0
839,V8/19,Baetidae,Turbidity,2.23,0.8045,1.3725,5.07,9.424,acute,1.0
840,BB1/9,Baetidae,COD,12.1,5.0,8.73,22.5,35.42,acute,1.0
841,BB2/9,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
842,BB3/9,Baetidae,COD,6.0,5.0,8.73,22.5,35.42,acute,0.268096514745
843,BB4/9,Baetidae,COD,60.0,5.0,8.73,22.5,35.42,acute,0.0
844,BH1/17,Baetidae,COD,22.4,5.0,8.73,22.5,35.42,acute,1.0
845,BH2/17,Baetidae,COD,21.4,5.0,8.73,22.5,35.42,acute,1.0
846,BH3/17,Baetidae,COD,16.84,5.0,8.73,22.5,35.42,acute,1.0
847,BH4/17,Baetidae,COD,22.6,5.0,8.73,22.5,35.42,acute,0.99226006192
848,BH5/17,Baetidae,COD,25.0,5.0,8.73,22.5,35.42,acute,0.806501547988
849,BH6/26,Baetidae,COD,18.2,5.0,8.73,22.5,35.42,acute,1.0
850,C1/20,Baetidae,COD,10.2,5.0,8.73,22.5,35.42,acute,1.0
851,C2/20,Baetidae,COD,13.6,5.0,8.73,22.5,35.42,acute,1.0
852,C3/20,Baetidae,COD,6.88,5.0,8.73,22.5,35.42,acute,0.504021447721
853,C4/20,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
854,C5/20,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
855,C6/20,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
856,C7/20,Baetidae,COD,9.81,5.0,8.73,22.5,35.42,acute,1.0
857,DS1/5,Baetidae,COD,15.0,5.0,8.73,22.5,35.42,acute,1.0
858,DS10/23,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
859,DS11/23,Baetidae,COD,12.6,5.0,8.73,22.5,35.42,acute,1.0
860,DS12/23,Baetidae,COD,8.64,5.0,8.73,22.5,35.42,acute,0.975871313673
861,DS13/23,Baetidae,COD,11.4,5.0,8.73,22.5,35.42,acute,1.0
862,DS14/24,Baetidae,COD,6.34,5.0,8.73,22.5,35.42,acute,0.359249329759
863,DS15/24,Baetidae,COD,5.2,5.0,8.73,22.5,35.42,acute,0.0536193029491
864,DS16/24,Baetidae,COD,25.0,5.0,8.73,22.5,35.42,acute,0.806501547988
865,DS17/24,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
