,variable,type,low,b1,b2,b3,b4,high,a1,a2,a3,a4,sample,ID,generation
7,COD,continuous,5.0,5.0,22.5,8.73,60.0,117.6,4.068013776467957,30.528346122335737,53.87490371370721,67.9830005437931,<GA.substring object at 0x7f0dd87674a8>,634,35
3,Chlorophyll,continuous,0.73,0.73,5.6725,1.9225,25.43,66.84,4.176624199152486,10.088560138505446,18.521816417364526,24.878129401347117,<GA.substring object at 0x7f0de253e8d0>,634,35
4,Cl-,continuous,0.53,0.53,3.7725,1.86,55.84,181.74,5.677727322332479,12.533881041572721,22.19740268026847,23.824458152669155,<GA.substring object at 0x7f0de2566be0>,634,35
1,Conductivity,continuous,36.5,36.5,208.0,80.65,749.25,1981.0,,,,,0,634,35
5,DO,continuous,1.97,1.97,8.2725,6.5875,10.65,13.63,,,,,0,634,35
11,Elevation,continuous,2.0,3.0,165.0,43.5,1075.0,1075.0,73.01508752290889,413.85009961380695,948.0437441360406,1473.3447195990907,<GA.substring object at 0x7f0de2566208>,634,35
9,NH4+-N,continuous,0.015,0.02,0.095,0.03,1.26,8.8,,,,,0,634,35
8,NO3--N,continuous,0.23,0.23,0.29,0.23,0.95,2.0,0.15203388542527263,0.5528539774164316,1.183320456925587,1.4201785246453091,<GA.substring object at 0x7f0de25664a8>,634,35
0,Temperature,continuous,19.04,19.04,27.01,24.805,32.22,34.0,14.968466202415115,21.759501573576067,28.296227909595824,28.628228023443334,<GA.substring object at 0x7f0de25667b8>,634,35
6,Turbidity,continuous,0.0,0.2,5.07,1.3725,85.43,355.63,,,,,0,634,35
2,pH,continuous,6.56,6.69,8.16,7.18,8.8,8.87,,,,,0,634,35
10,velocity,continuous,0.0,0.0,0.4,0.0,1.0,1.5,,,,,0,634,35
7,COD,continuous,5.0,5.0,22.5,8.73,60.0,117.6,23.87347235875787,43.71721521986237,46.78248710288112,73.92071372770818,<GA.substring object at 0x7f0dd87674a8>,634,36
3,Chlorophyll,continuous,0.73,0.73,5.6725,1.9225,25.43,66.84,4.464148807651088,4.822379802354364,10.560103361870924,24.878129401347117,<GA.substring object at 0x7f0de253e8d0>,634,36
4,Cl-,continuous,0.53,0.53,3.7725,1.86,55.84,181.74,5.677727322332479,12.533881041572721,26.6651307762058,31.416817075262554,<GA.substring object at 0x7f0de2566be0>,634,36
1,Conductivity,continuous,36.5,36.5,208.0,80.65,749.25,1981.0,,,,,0,634,36
5,DO,continuous,1.97,1.97,8.2725,6.5875,10.65,13.63,,,,,0,634,36
11,Elevation,continuous,2.0,3.0,165.0,43.5,1075.0,1075.0,73.01508752290889,413.85009961380695,948.0437441360406,1473.3447195990907,<GA.substring object at 0x7f0de2566208>,634,36
9,NH4+-N,continuous,0.015,0.02,0.095,0.03,1.26,8.8,,,,,0,634,36
8,NO3--N,continuous,0.23,0.23,0.29,0.23,0.95,2.0,0.15203388542527263,0.5528539774164316,1.183320456925587,1.4201785246453091,<GA.substring object at 0x7f0de25664a8>,634,36
0,Temperature,continuous,19.04,19.04,27.01,24.805,32.22,34.0,14.968466202415115,21.759501573576067,28.296227909595824,45.54964313186626,<GA.substring object at 0x7f0de25667b8>,634,36
6,Turbidity,continuous,0.0,0.2,5.07,1.3725,85.43,355.63,,,,,0,634,36
2,pH,continuous,6.56,6.69,8.16,7.18,8.8,8.87,,,,,0,634,36
10,velocity,continuous,0.0,0.0,0.4,0.0,1.0,1.5,,,,,0,634,36
7,COD,continuous,5.0,5.0,22.5,8.73,60.0,117.6,5.4705497606476765,15.35550107571663,34.63145619568178,84.76988773444265,<GA.substring object at 0x7f0dd87674a8>,634,37
3,Chlorophyll,continuous,0.73,0.73,5.6725,1.9225,25.43,66.84,4.464148807651088,7.397494070173911,10.560103361870924,16.933672640175658,<GA.substring object at 0x7f0de253e8d0>,634,37
4,Cl-,continuous,0.53,0.53,3.7725,1.86,55.84,181.74,5.677727322332479,12.533881041572721,26.6651307762058,31.416817075262554,<GA.substring object at 0x7f0de2566be0>,634,37
1,Conductivity,continuous,36.5,36.5,208.0,80.65,749.25,1981.0,,,,,0,634,37
5,DO,continuous,1.97,1.97,8.2725,6.5875,10.65,13.63,,,,,0,634,37
11,Elevation,continuous,2.0,3.0,165.0,43.5,1075.0,1075.0,73.01508752290889,746.4038596318754,948.0437441360406,1473.3447195990907,<GA.substring object at 0x7f0de2566208>,634,37
9,NH4+-N,continuous,0.015,0.02,0.095,0.03,1.26,8.8,,,,,0,634,37
8,NO3--N,continuous,0.23,0.23,0.29,0.23,0.95,2.0,0.15203388542527263,0.5528539774164316,1.183320456925587,1.4201785246453091,<GA.substring object at 0x7f0de25664a8>,634,37
0,Temperature,continuous,19.04,19.04,27.01,24.805,32.22,34.0,14.968466202415115,21.50133923920878,28.296227909595824,45.54964313186626,<GA.substring object at 0x7f0de25667b8>,634,37
6,Turbidity,continuous,0.0,0.2,5.07,1.3725,85.43,355.63,,,,,0,634,37
2,pH,continuous,6.56,6.69,8.16,7.18,8.8,8.87,,,,,0,634,37
10,velocity,continuous,0.0,0.0,0.4,0.0,1.0,1.5,,,,,0,634,37
7,COD,continuous,5.0,5.0,22.5,8.73,60.0,117.6,5.4705497606476765,15.35550107571663,51.93195485613258,83.89034961037063,<GA.substring object at 0x7f0dd87674a8>,634,38
3,Chlorophyll,continuous,0.73,0.73,5.6725,1.9225,25.43,66.84,5.807544447747078,6.879236332754644,8.331513428792618,9.89156908655059,<GA.substring object at 0x7f0de253e8d0>,634,38
4,Cl-,continuous,0.53,0.53,3.7725,1.86,55.84,181.74,10.185307683046899,13.595358299191437,24.452594140522784,31.416817075262554,<GA.substring object at 0x7f0de2566be0>,634,38
1,Conductivity,continuous,36.5,36.5,208.0,80.65,749.25,1981.0,,,,,0,634,38
5,DO,continuous,1.97,1.97,8.2725,6.5875,10.65,13.63,,,,,0,634,38
11,Elevation,continuous,2.0,3.0,165.0,43.5,1075.0,1075.0,706.1972988349295,746.4038596318754,948.0437441360406,1473.3447195990907,<GA.substring object at 0x7f0de2566208>,634,38
9,NH4+-N,continuous,0.015,0.02,0.095,0.03,1.26,8.8,,,,,0,634,38
8,NO3--N,continuous,0.23,0.23,0.29,0.23,0.95,2.0,0.15203388542527263,0.9551639672885638,1.183320456925587,1.4201785246453091,<GA.substring object at 0x7f0de25664a8>,634,38
0,Temperature,continuous,19.04,19.04,27.01,24.805,32.22,34.0,14.968466202415115,21.50133923920878,25.11112246487074,26.572724824687374,<GA.substring object at 0x7f0de25667b8>,634,38
6,Turbidity,continuous,0.0,0.2,5.07,1.3725,85.43,355.63,,,,,0,634,38
2,pH,continuous,6.56,6.69,8.16,7.18,8.8,8.87,,,,,0,634,38
10,velocity,continuous,0.0,0.0,0.4,0.0,1.0,1.5,,,,,0,634,38
